BOP,Bird Love Score [<3]
1,52.827142857144615
25,69.88599999999887
29,6.987999999999949
35,79.36999999999854
47,69.97999999999935
74,35.024400000000334
80,9.079999999999934
101,32.82785714285774
136,20.58750000000055
142,79.84600000000178
148,65.12368421052727
155,20.58750000000055
162,18.922857142857474
169,72.48937500000116
228,26.1354545454547
272,88.92769230769456
275,65.12368421052727
286,53.23033333333429
291,53.23033333333429
322,18.922857142857474
339,52.827142857144615
341,44.87611111111027
361,71.3800000000011
363,84.692941176472
380,53.23033333333429
424,60.50962962962915
505,12.462499999999954
529,53.5673529411769
538,6.92666666666645
559,66.93206896551531
577,39.97666666666758
582,53.23033333333429
591,78.09705882353191
600,78.09705882353191
601,56.60541666666735
617,6.92666666666645
625,51.64428571428433
635,26.80000000000012
640,62.28692307692422
677,78.09705882353191
688,60.50962962962915
701,32.82785714285774
702,66.93206896551531
733,45.84218749999929
739,66.93206896551531
745,80.1928571428579
746,66.93206896551531
747,69.56551724138149
763,51.64428571428433
768,13.909999999999874
773,53.23033333333429
784,9.079999999999934
795,59.72421052631432
802,65.12368421052727
812,53.23033333333429
819,79.36999999999854
829,62.28692307692422
869,80.73904761904843
878,75.85521739130485
887,54.29923076923184
890,71.58933333333412
911,59.51081081081066
916,69.56551724138149
928,72.48937500000116
950,41.16153846153765
954,65.12368421052727
992,23.45000000000028
994,59.51081081081066
1003,62.28692307692422
1008,68.27647058823356
1010,6.92666666666645
1012,65.12368421052727
1021,72.48937500000116
1030,80.73904761904843
1041,88.92769230769456
1042,53.23033333333429
1044,65.12368421052727
1045,84.7792307692296
1061,26.1354545454547
1075,72.48937500000116
1077,26.1354545454547
1092,80.73904761904843
1094,71.58933333333412
1112,72.48937500000116
1120,80.73904761904843
1128,89.19999999999824
1134,34.460476190477024
1154,39.97666666666758
1160,26.80000000000012
1168,78.23374999999947
1178,48.271874999999625
1217,44.87611111111027
1256,15.376666666666928
1257,75.85521739130485
1259,88.92769230769456
1287,34.460476190477024
1312,80.73904761904843
1320,56.60541666666735
1326,23.045384615384037
1338,53.5673529411769
1364,65.12368421052727
1366,69.97999999999935
1375,71.58933333333412
1376,26.80000000000012
1413,84.7792307692296
1418,66.93206896551531
1439,68.27647058823356
1455,44.87611111111027
1492,62.28692307692422
1501,71.58933333333412
1502,43.01291666666658
1505,53.5673529411769
1515,78.09705882353191
1523,35.024400000000334
1544,23.45000000000028
1553,86.67299999999815
1566,84.7792307692296
1584,62.28692307692422
1615,75.85521739130485
1646,56.60541666666735
1652,79.36999999999854
1669,51.64428571428433
1673,23.45000000000028
1683,59.51081081081066
1700,20.58750000000055
1706,15.376666666666928
1710,52.34642857142896
1735,37.48037037037114
1739,43.01291666666658
1748,75.85521739130485
1776,84.692941176472
1781,80.73904761904843
1784,80.73904761904843
1805,71.58933333333412
1831,80.73904761904843
1862,60.50962962962915
1870,75.85521739130485
1871,59.51081081081066
1874,23.45000000000028
1877,53.5673529411769
1900,77.08920000000137
1904,59.72421052631432
1914,60.50962962962915
1916,51.64428571428433
1917,44.87611111111027
1921,18.922857142857474
1922,72.48937500000116
1925,59.938947368422525
1930,37.48037037037114
1939,53.5673529411769
1945,53.23033333333429
1960,49.36574999999872
1979,23.045384615384037
1992,56.60541666666735
1999,61.76900000000021
2002,86.67299999999815
2011,20.58750000000055
2012,77.08920000000137
2019,26.1354545454547
2036,86.67299999999815
2047,53.23033333333429
2048,72.48937500000116
2082,56.60541666666735
2086,68.27647058823356
2087,53.23033333333429
2094,68.27647058823356
2101,71.58933333333412
2104,86.67299999999815
2119,60.50962962962915
2127,6.92666666666645
2129,35.024400000000334
2138,51.64428571428433
2142,43.01291666666658
2151,80.73904761904843
2169,13.909999999999874
2174,77.08920000000137
2180,59.72421052631432
2190,68.27647058823356
2193,80.73904761904843
2197,23.045384615384037
2202,84.692941176472
2203,35.024400000000334
2208,68.27647058823356
2214,69.56551724138149
2218,13.909999999999874
2249,53.5673529411769
2288,13.909999999999874
2314,23.045384615384037
2322,69.56551724138149
2330,26.1354545454547
2337,29.6833333333338
2369,71.58933333333412
2406,75.85521739130485
2417,53.5673529411769
2430,26.1354545454547
2443,77.08920000000137
2447,78.09705882353191
2456,34.460476190477024
2458,6.92666666666645
2491,18.922857142857474
